qid227,qid228,qid230,qid231_text,qid232,qid234,qid297,qid297_7_text,qid299_text,qid250_1,qid250_2,qid250_3,qid250_4,qid250_5,qid250_6,qid250_7,qid250_8,qid300_1,qid300_4,qid300_5,qid300_6,qid300_7,qid300_8,qid300_9,qid300_10,qid300_10_text,qid251_1,qid251_2,qid251_3,qid251_4,qid251_5,qid251_6,qid251_7,qid251_8,qid251_9,qid251_9_text,qid235_13,qid235_1,qid235_2,qid235_3,qid235_4,qid235_8,qid235_9,qid235_10,qid235_11,qid235_11_text,qid236_text,qid237_1_1,qid237_1_2,qid237_1_3,qid237_2_1,qid237_2_2,qid237_2_3,qid237_3_1,qid237_3_2,qid237_3_3,qid237_4_1,qid237_4_2,qid237_4_3,qid237_5_1,qid237_5_2,qid237_5_3,qid237_6_1,qid237_6_2,qid237_6_3,qid237_7_1,qid237_7_2,qid237_7_3,qid237_8_1,qid237_8_2,qid237_8_3,qid237_9_1,qid237_9_2,qid237_9_3,qid237_10_1,qid237_10_2,qid237_10_3,qid237_11_1,qid237_11_2,qid237_11_3,qid237_12_1,qid237_12_2,qid237_12_3,qid237_13_1,qid237_13_2,qid237_13_3,qid238_1,qid238_7,qid238_8,qid238_9,qid238_10,qid238_2,qid238_13,qid238_13_text,qid240_1,qid240_2,qid240_3,qid240_4,qid240_5,qid240_7,qid240_8,qid240_9,qid240_10,qid240_26,qid240_11,qid240_12,qid240_28,qid240_13,qid240_14,qid240_15,qid240_16,qid240_17,qid240_20,qid240_21,qid240_22,qid240_23,qid240_24,qid240_25,qid240_29,qid240_18,qid240_18_text,qid241_text,qid243_text,qid244_text,qid245_text,qid247_text,qid248_text,qid249_1,qid249_2,qid249_3,qid252_1,qid252_2,qid252_3,qid252_4,qid252_5,qid252_6,qid252_7,qid252_8,qid252_9,qid252_10,qid252_11,qid252_12,qid305,qid273_1,qid273_2,qid273_3,qid273_4,qid273_5,qid273_6,qid274,qid306,qid302_1,qid302_2,qid302_3,qid302_4,qid275,qid276_text,qid307_text,qid278,qid279_text,qid280_text,qid281_text,qid282_text,qid267_text,qid268_text,qid270_text,qid309_text,qid283_text,qid284_text,qid245_text_32e7cc92_ay4puphdn8fxpartopics,qid245_text_32e7cc92_ay4puphdn8fxtopics,qid245_text_32e7cc92_ay4puphdn8fxtopichierarchy1,qid227_label,qid228_label,qid230_label,qid232_label,qid234_label,qid274_label,qid275_label,qid278_label,qid297_label,qid305_label,qid306_label
1.0,6.0,10.0,2260.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,,,1.0,,,,,-99,Community- fun- escape - self expression- music - art,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,-99,Support of other trained volunteers- good equipment ,,,,,Annual events - regular scheduling - 3 days- ,2.0,3.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,5.0,1.0,1.0,1.0,,,,2.0,3.0,3.0,1.0,3.0,2.0,1.0,Communication and cooperation ,Burning Seed,4.0,None other than those already used ,No ,No ,No ,700.0,550.0,300.0,200,Beautiful gatherings inn amazing locations bringing us together for music art connection and fun ,-99,,,,"Yes, I consent",55 - 64,New South Wales,Attended 5+ events,No,It is a very important part of the experience.,Very Connected,Not Very Important,,Neutral,No preference / I'd attend either way
1.0,3.0,10.0,2037.0,4.0,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,-99,,,,,,,,,1.0,"Burnout fatigue, low energy",,,1.0,,1.0,,,,,-99,"Community, self-expression, art, personal growth, escape, music, fun",1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,-99,-99,,,,,"I loved Maverick Burn - so whatever that size was, perhaps every 6-12 months. I could potentially love a bigger burn but I don’t have experience to say so! I also like to go to burner-type events like Camp Peachy and Third Degree in between, around 2-3 months apart. Not sure what size they are. ",2.0,3.0,3.0,2.0,2.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,2.0,6.0,,,,,1.0,,3.0,3.0,5.0,2.0,2.0,4.0,2.0,-99,-99,4.0,-99,-99,-99,-99,350.0,250.0,200.0,100,-99,-99,,,,"Yes, I consent",25 - 34,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Somewhat Connected,Not Very Important,,Somewhat Unimportant,No preference / I'd attend either way
1.0,3.0,10.0,2193.0,3.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,-99,,,,,,,1.0,,,-99,,,1.0,,1.0,,1.0,,,-99,"Creativity/self-expression, learning new things, morning yoga, dancing",,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,-99,"Role clarity, understanding what roles need what skills (e.g. do I need to be experienced in something to volunteer in it), clearly defining roles where you'd like to upskill people",,,,,-99,1.0,2.0,4.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,1.0,,1.0,1.0,,,3.0,3.0,4.0,1.0,3.0,4.0,2.0,"Frequency of events - the in between things like burning pub and fundraisers, the variety of ways to engage in/contribute to the community","Stronger emphasis on sharing of skills, knowledge, time, energy. Sometimes burns can feel too focused on raves & drugs. The bits I love are workshops that let you learn and connect differently.",5.0,I went to a festival (run by Ember Collective) in Glenworth Valley that worked well for the 400+ people. The only downside is that there were a fair few flies because it was a horse farm and it got very puddly when it rained. ,-99,-99,-99,400.0,350.0,250.0,50,"A space for learning, unlearning, releasing, connecting & reconnecting in community that is encouraging, giving and accountable to one another. ",-99,,,,"Yes, I consent",25 - 34,New South Wales,Attended 2-4 events,No,"It's a nice feature, but not essential.",Somewhat Connected,Not at all Important,,Somewhat Important,No preference / I'd attend either way
1.0,5.0,16.0,3071.0,4.0,2.0,1.0,-99,Better ways to connect with other parents prior to the event. ,1.0,1.0,,,,,,,,1.0,1.0,,,,,,-99,,,,,,,1.0,,,-99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,-99,Art and community plus leave no trace.,1.0,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,1.0,,-99,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,,,-99,Great Schwag and recognition ,Groupwork training ,Interpersonal conflicts and burnout,"Yes, we have a space that we allow other camps to use. ","Funding, logistics, transport, technical engineering ",Third Degree on an annual basis. ,6.0,2.0,7.0,1.0,1.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0,,,,,3.0,2.0,,,,,5.0,Not much except for the efforts made my the Third Degree and the Ember team ,"A re-envisioning of Burning Seed. Change the name, be creative and make something new. There isn't a need for it like there used to be when there were no other burns in Australia. ",4.0,-99,-99,-99,-99,360.0,300.0,250.0,200,"Give up on Burning Seed, it's over- it will never be what is was and that is ok. Build up NSW community through more intimate and regionally focused events. ","Take the time to ask if holding an event the size and scale of Burning Seed is even still possible given the wonderful distribution of burns across Australia now. It served a purpose when it was the only game in town. Make something better and completely different. If you're really attempting to do an ""Australian"" burn, then actually go out into the middle of Australia and do it, otherwise, make a new event that is specific to NSW that might entice Victorians over that doesn't clash with Underland. ",,Unknown,,"Yes, I consent",45 - 54,Victoria,Attended 5+ events,Yes,"It's a nice feature, but not essential.",Very Disconnected,Not Very Important,"Yes, I have before and/or would again.",Not Important,To attend a Burn during warmer months without effigy/temple burns
1.0,5.0,10.0,2011.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,1.0,1.0,,,1.0,,,-99,It’s always about community and have a Preference for events where the community is strong and at the heart,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,300 to 1000 about twice a year in the spring and autumn,2.0,2.0,7.0,7.0,8.0,8.0,7.0,6.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,5.0,1.0,1.0,,1.0,,,3.0,2.0,3.0,1.0,2.0,4.0,1.0,The smaller events,Over thinking of trying to create a big event when it needs to grow organically over time. Trying to recreate seed of old is not possible in one go. Something new needs to grow slowly and steadily. Likely it will be different but no less beautiful,4.0,-99,-99,-99,-99,1000.0,600.0,200.0,100,-99,-99,,,,"Yes, I consent",45 - 54,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Very Connected,Not Very Important,,Neutral,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,2259.0,4.0,1.0,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,-99,,,,,,,,1.0,,-99,1.0,,1.0,1.0,1.0,1.0,1.0,,,-99,Being able to be myself and drop the mask I have to ware in a nerotypical world and not be judged. The art music and connections I make add to the whole experience ,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,Already overcommitted ,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,-99,-99,Not waring too many hats ,,,Not understanding how rough people will be with it ,Third degree and seed. I really enjoyed embers as it was not a super far drive like seed is ,2.0,4.0,4.0,8.0,7.0,8.0,8.0,8.0,7.0,2.0,7.0,8.0,8.0,7.0,1.0,5.0,,1.0,1.0,1.0,,,3.0,3.0,3.0,2.0,2.0,3.0,1.0,That people are resilient ,Some people need to learn to put ego to the side. Sometimes it feels like some talk alot but do not do. Actions speak loader ,3.0,-99,-99,-99,-99,500.0,400.0,250.0,125,Community with the ability to make new connections and art. Less political bullshit and more fun,-99,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Very Connected,Somewhat Important,,Neutral,No preference / I'd attend either way
1.0,4.0,16.0,3081.0,4.0,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,-99,,,,,,,1.0,,,-99,,,,,,,1.0,,,-99,"It was originally the amazing theatre and interaction that people brought, before seed became a dick measuring contest of who can build the biggest stage and doof the longest. Embers brought original style back.",1.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,Pack down ,,,,,,Another embers would do me great justice ,5.0,5.0,7.0,7.0,8.0,8.0,1.0,2.0,1.0,1.0,1.0,7.0,7.0,8.0,8.0,7.0,1.0,,1.0,1.0,,,3.0,2.0,,,,,4.0,Embers ,"I was at that seed where the wind has not stopped blowing all day and the rumour was going around the burn was off, but the mad bastards did it anyway and we were rained with embers, stomping out tents. It was fucked. Bushfire waiting to happen.  If it was down to just fire twirlers the crowd would still be entertained ",5.0,Nope,Nope,Government grants. ,Nah. Stay independent ,251.0,250.0,180.0,50 bucks,"Keep visiting embers, not visit seed",Fire safety.,,,,"Yes, I consent",35 - 44,Victoria,Attended 5+ events,No,"It's a nice feature, but not essential.",Somewhat Disconnected,Not at all Important,,Not Important,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,2026.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,1.0,,,,1.0,,,-99,"Community, fun, music, art, participating, silliness, keeping the burn culture alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,"A couple a year, nicely spaced out, not too close to the big burn, not too far from Sydney ",2.0,3.0,4.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,,,,,1.0,,3.0,2.0,3.0,2.0,2.0,2.0,2.0,NSW camps collaborating ,"More easy, small events that are co-run by camps ",4.0,Webs creek adventure camps ,Sapphire events ,-99,Tabularasa  The fan club collective ,500.0,400.0,300.0,200,"Many camps collaborating, closer to Sydney","Love your work and efforts to keep Seed alive, thank you!",,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Somewhat Connected,Not Very Important,,Not Important,To attend a Burn during warmer months without effigy/temple burns
1.0,3.0,10.0,2295.0,2.0,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,-99,,,,,,,,,,-99,,,1.0,,,,,,,-99,"A bit of fun, getting away from everything, in a non-judgemental community",,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,-99,2.0,3.0,3.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,2.0,6.0,,,,,1.0,,1.0,1.0,3.0,3.0,3.0,3.0,5.0,-99,-99,5.0,-99,-99,-99,-99,400.0,300.0,250.0,150,-99,-99,,,,"Yes, I consent",25 - 34,New South Wales,Attended 1 event,No,"It is an essential, non-negotiable part of the event for me.",Very Disconnected,Not at all Important,,Somewhat Unimportant,To attend a Burn during colder months to ensure effigy/temple burns occur
1.0,5.0,16.0,3070.0,4.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,-99,,1.0,,,,,,,,-99,,1.0,,,,,,,,-99,"All of the above, the art, meeting new people on the same wavelength ",1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,-99,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,-99,,-99,,,,-99,2.0,2.0,3.0,2.0,6.0,6.0,7.0,6.0,1.0,1.0,1.0,6.0,7.0,7.0,6.0,6.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,Not sure,Not sure ,2.0,-99,-99,-99,-99,500.0,400.0,350.0,300,Everyone back together all the big camps ,No,,,,"Yes, I consent",45 - 54,Victoria,Attended 5+ events,No,"It is an essential, non-negotiable part of the event for me.",Very Connected,Very Important,,Somewhat Unimportant,To attend a Burn during colder months to ensure effigy/temple burns occur
1.0,3.0,10.0,2017.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,"Fibromyalgia, asthma",,,1.0,,1.0,,1.0,,,-99,"Community, celebration, gifting, radical self expression - it's a beautiful opportunity to be myself and connect with other amazing humans ",,1.0,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,,,-99,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,-99,"Training, better briefing from leads, regroup for teams during festival to prep/review/improvise ",,,,,1x large burn (eg Seed) and 1-2x smaller burns  Or more events like Peachy and Maverick. Maverick was absolute bloody magic and would love to see something like that again ,2.0,2.0,3.0,8.0,8.0,8.0,8.0,7.0,2.0,1.0,2.0,8.0,8.0,8.0,7.0,4.0,,,,,1.0,,3.0,2.0,3.0,2.0,1.0,3.0,2.0,I feel quite connected to my 2 camps and Peachy. But beyond that I dont feel connected to other larger camps - ,"would be great to see more community cross camp events during the year - like picnics, or activities run together ",4.0,,,,,400.0,300.0,250.0,200,"Fun, creativity, connection, magic",-99,,,,"Yes, I consent",25 - 34,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Somewhat Connected,Not Very Important,,Somewhat Important,To attend a Burn during warmer months without effigy/temple burns
1.0,5.0,10.0,2261.0,4.0,1.0,,,,,1.0,,,,,,,1.0,,1.0,,1.0,,,,-99,,,,,,,1.0,,,-99,,1.0,1.0,1.0,1.0,,,,,-99,The 10 Principles appeal to me. Being in a space where you can BYO and are free to get high and dance in a non judgemental space. Witnessing and contributing to creative expression and the amazing news of humans ,1.0,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,-99,"training, recognition, role clarity, communication, support, workload balance.",Having a clear understanding of the role/expectation and being supported by someone who knows what they’re doing and is grounded and calm,Workload and costs! ,,,I’d be happy with just Burning Seed ,2.0,2.0,2.0,7.0,8.0,8.0,8.0,7.0,2.0,1.0,1.0,7.0,8.0,8.0,7.0,1.0,,1.0,1.0,1.0,,,2.0,2.0,3.0,3.0,2.0,3.0,5.0,No idea ,No idea ,6.0,,No sorry ,No sorry ,No sorry ,500.0,450.0,350.0,250,"To have a successful burn that is in a beautiful location, burn permissions and has somewhere to swim. And of course for Burning Seed to be thriving again x","I’m so extraordinarily grateful for all of the work, time, effort and energy you guys put into this space. I love you and thank you!!!",,Unknown,,"Yes, I consent",45 - 54,New South Wales,Attended 5+ events,No,It is a very important part of the experience.,Very Disconnected,Don't Know,,Very Important,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,1.0,1.0,,1.0,,1.0,,,-99,-99,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,-99,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,RERFM,-99,-99,Cost of transport,-99,,At least one event that goes for longer than Fri-Mon.,1.0,3.0,5.0,8.0,8.0,8.0,7.0,2.0,1.0,1.0,1.0,2.0,6.0,8.0,8.0,5.0,1.0,,,1.0,,,3.0,2.0,2.0,3.0,3.0,3.0,3.0,-99,"Using Facebook Pages as a primary online hub is a poor substitute for a moderated forum. Many people are not on the FB platform and true control of it lies with Meta, not with the community.",3.0,-99,-99,-99,-99,500.0,450.0,250.0,100,-99,-99,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Neutral,Somewhat Important,,Neutral,To attend a Burn during warmer months without effigy/temple burns
1.0,5.0,10.0,2750.0,4.0,2.0,5.0,-99,-99,,,,,,,,1.0,,,1.0,,,,,,-99,,,,,,,1.0,,,-99,,,1.0,,,,1.0,,,-99,-99,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,One a year.,2.0,2.0,3.0,7.0,7.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,5.0,,,,,1.0,,3.0,2.0,3.0,3.0,2.0,2.0,2.0,-99,-99,6.0,-99,-99,-99,-99,450.0,300.0,250.0,150,Cheaper,-99,,,,"Yes, I consent",45 - 54,New South Wales,Attended 5+ events,Yes,"It's a nice feature, but not essential.",Somewhat Connected,Don't Know,"No, I prefer to attend without them.",Neutral,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,2035.0,3.0,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,-99,,,,,,,1.0,,,-99,,,1.0,,,,,,,-99,"Community, self-expression, art, learning, personal growth, music, adventure, exploring identity, inclusion, volunteering ",,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,"Bar, packdown ",,,,,,500 people maximum  1 time per year ,2.0,5.0,7.0,8.0,7.0,7.0,2.0,2.0,7.0,6.0,2.0,2.0,7.0,2.0,6.0,1.0,,,,,1.0,,2.0,3.0,3.0,2.0,2.0,2.0,2.0,"Communication, organisation and activities during the burn ",More conscious gifting. Avoid gifting that ends in landfills. ,4.0,-99,-99,-99,-99,350.0,300.0,250.0,200,Create community in a safe space where everyone is free to be themselves and feel included while being safe ,-99,,,,"Yes, I consent",35 - 44,New South Wales,Attended 2-4 events,No,It is a very important part of the experience.,Somewhat Connected,Not Very Important,,Very Important,No preference / I'd attend either way
1.0,4.0,10.0,2042.0,4.0,2.0,1.0,-99,-99,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,1.0,,1.0,,,,,-99,New experiences and weird wonderful weirdos,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,-99,-99,,,,,"4-5 between Sept and June. One bigger one 2000+, the rest smaller around 400-500",2.0,3.0,3.0,8.0,8.0,8.0,6.0,2.0,1.0,1.0,2.0,6.0,7.0,8.0,8.0,4.0,,,,,1.0,,3.0,2.0,5.0,1.0,1.0,5.0,1.0,BOSS meet ups and the close circle. I always know someone at similar events ,An organised and well maintained telegram/whatsapp communities ,5.0,-99,-99,-99,-99,750.0,550.0,300.0,250,"Fun, lots of experiences, come away with more than memories - craft up something to take home. ","Introduce a code of conduct and mandatory communication training for council and leaders. Treat everyone with respect, no text rants and put one person at the top to make decisions (like a Managing Director who reports to the board). Empower them to make decisions if aligned with pre agreed direction otherwise a council vote is needed. Vote them in, whatever. But you need to make faster decisions. Run it like an ethical as fuck business",,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,Yes,"It's a nice feature, but not essential.",Very Connected,Not at all Important,"Yes, I have before and/or would again.",Somewhat Important,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,2102.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,1.0,1.0,,1.0,,1.0,,,-99,The artistic and marvellous effort that people gift for the community to enjoy ,,1.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,-99,,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,-99,"About 2 hours shifts max for 2 days. Who wants to give more hours can by heart. When volunteer roles ask for 4-6 hours shifts, no one wants to do it.",-99,-99,-99,,One festival every 2-3 months,1.0,2.0,3.0,8.0,8.0,8.0,8.0,7.0,6.0,2.0,2.0,7.0,8.0,8.0,8.0,5.0,1.0,1.0,,1.0,,,3.0,2.0,3.0,2.0,3.0,2.0,2.0,Be able to do small burns,Giving more support to camps in smaller events and keeping little emergency money in the bank.,5.0,-99,-99,-99,-99,300.0,250.0,180.0,120,A new site ,Less people deciding what to do. Elect a president with the power to decide every year. ,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Somewhat Connected,Not at all Important,,Neutral,To attend a Burn during warmer months without effigy/temple burns
1.0,3.0,10.0,2652.0,4.0,1.0,,,,,,,,,,,1.0,,,,,,,,,-99,,,,,,,,1.0,,-99,1.0,,1.0,1.0,1.0,,1.0,,,-99,Freedom. A space for freedom.,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,-99,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,-99,"Team leads who are more honest with themselves about the work volume, resulting in better preparation and better leadership of their team. ","Team leads who are more honest with themselves about the work volume, resulting in better preparation and better leadership of their team.",,,,"A single, huge, annual burn in September, one decompression, one summit and one working bee.",7.0,2.0,3.0,1.0,1.0,8.0,8.0,2.0,1.0,1.0,1.0,8.0,8.0,7.0,,7.0,,1.0,,1.0,1.0,,3.0,2.0,1.0,5.0,5.0,1.0,2.0,Lots of confidence in starting events after covid.,"Less arrogance, less interpersonal conflict, less tribalism, more honesty, more co-operation, and even just a crumb of realism.",4.0,Confest's Woorooma Station,-99,"RoboDino in Sydney has a super active and helpful community with large format lazer cutter, CNC machine, PLA and resin 3d printers and more.  Many Sydney libraries do 3d printing for a small fee too, but only small amounts.  Heaps of Libraries of Things across Australia, Canberra's has a huge volume and diversity of stock.  Red Earth City used community funds to buy the shed at 1111 Deepwater Road Matong. It has electricity, but not much else.  There are already several trillion legal structures running burns. If you want to start one, rather than starting from scratch, simply ask if you can operate under their existing compliance umbrella.",Maybe we should split the existing burner orgs up even further. There's still a chance that someone new to the scene might actually find a functioning website with anyone checking the mail on the other end.,400.0,350.0,,100,Maturing past the arrogance that leads to burn out. Maturing past interpersonal beef. Maturing past tribalism and supporting friends over the community. Maturing past easy emotion to hard honesty. Maturing past mob rule. Maturing past giving opinions instead of work.,Independent from what?,,,,"Yes, I consent",25 - 34,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Somewhat Connected,Not Very Important,,Not Important,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,16.0,,4.0,2.0,5.0,-99,"Well planned and safe family camp with toilets. Better ""security"" and safety on site!!! Incidents and predators need to be dealt with immediately and with consequences.  As a female I don't feel safe in site and there's absolutely no way I'll put my children around some of the men in the burn scene. There are known predators that come to the events that people just turn a blind eye to.",,,,,,,,1.0,1.0,,,,1.0,,,,-99,1.0,,,,,,,,,-99,,1.0,1.0,,1.0,,1.0,,1.0,"Ranger, fire crew, sandman","Fun, friends, silliness ",,1.0,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,-99,More crew!!! It's always the same people doing the heavy lifting. I believe in 1 ticket 1 shift. Everyone should do at least 1 shift!!,More people. More training.,"Theme camp leads are difficult to deal with.  Conflict of time, financial and emotional commitments ",-99,,"Start small!!! Downsize back to the start up days. Start at 500, grow to 2000 max pax ever!!! Small burns are great.",6.0,6.0,6.0,7.0,1.0,7.0,7.0,1.0,1.0,1.0,7.0,8.0,7.0,7.0,1.0,1.0,,1.0,,,,,1.0,2.0,,,,,5.0,Nothing from what I gather,Collaboration ,2.0,-99,-99,-99,-99,350.0,300.0,250.0,150,"Back to September school holidays that overlap Victorian dates, collaboration with Underland to create a united community. ","Go small, reduce the ticket price and dates in warmer months. Consider biannual event. Small burn structures and get your legal documentation done properly ",,,,"Yes, I consent",35 - 44,Victoria,Attended 5+ events,Yes,"It is an essential, non-negotiable part of the event for me.",Very Disconnected,Very Important,"No, I prefer to attend without them.",Very Important,To attend a Burn during warmer months without effigy/temple burns
